post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
44796608.project-syndicate-draft-what-is-the,2021-11-30T20:29:38.224Z,true,2021-11-30T20:29:38.281Z,newsletter,everyone,PROJECT SYNDICATE DRAFT: What Is þe Puzzling State of þe U.S. Labor Market Telling Us?,Forthcoming at <http://project-syndicate.org>...,
44747082.podcast-hexapodia-is-e-key-insight-dd6,2021-11-29T22:28:51.814Z,true,2021-11-29T22:28:51.962Z,podcast,everyone,"PODCAST: “Hexapodia” Is þe Key Insight XXXI: History, Slavery, & National Narratives","Noah Smith & Brad DeLong's Weekly Podcast, with Special Guest Matt Yglesias",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/e66f929e-e54a-46a3-804c-34490271fc64.mpga
44724868.one-20th-century-totalitarianism,2021-12-04T17:47:39.326Z,true,2021-12-04T17:47:39.386Z,newsletter,everyone,"One 20th-Century Totalitarianism, or Two?; & BRIEFLY NOTED: For 2021-12-04 Sa",Things that went whizzing by that I want to remember:,
44701026.the-sister-souljah-moment-in-reality,2021-12-03T13:29:01.781Z,true,2021-12-03T13:29:01.867Z,newsletter,everyone,"The ""Sister Souljah"" Moment, in Reality; & BRIEFLY NOTED: For 2021-12-03 Fr",Things that went whizzing by that I want to remember:,
44686533.reading-sewall-the-selling-of-joseph,2021-11-28T16:19:59.923Z,true,2021-11-28T16:19:59.987Z,newsletter,everyone,READING: Sewall: Þe Selling of Joseph,"Samuel Sewall (1700): The Selling of Joseph (Boston: Bartholomew Green, and John Allen)",
44682719.john-mcwhorter-grifter-or-delusional,2021-12-01T20:59:55.194Z,true,2021-12-01T20:59:55.305Z,newsletter,everyone,"John McWhorter: Grifter, or Delusional?; & BRIEFLY NOTED: For 2021-12-01 We",Things that went whizzing by that I want to remember:,
44682105.reading-seneca-to-lucilius-on-slavery,2021-11-28T13:34:54.664Z,true,2021-11-28T13:34:54.744Z,newsletter,everyone,READING: Seneca: To Lucilius on Slavery,"A belief in fundamental equality did not entail any utilitarian belief that inequalities should be moderated, or that slavery should be suppressed:",
44659003.what-were-the-origins-of-abolitionism,2021-11-30T20:37:33.918Z,true,2021-11-30T20:37:33.990Z,newsletter,everyone,"What Were þe Origins of Abolitionism, Anyway?; &, BRIEFLY NOTED: For 2021-11-30 Tu",Things that went whizzing by that I want to remember:,
44651666.were-alan-greenspan-ever-to-let-his,2021-11-28T14:18:27.594Z,true,2021-11-28T14:18:27.680Z,newsletter,everyone,Were Alan Greenspan Ever to Let His Hair Down...; & BRIEFLY NOTED: For 2021-11-28 Su,Things that went whizzing by that I want to remember:,
44638332.2022-12-19-history-of-economic-thought,,false,,newsletter,only_paid,,,
44635911.the-first-paragraph-of-my-forthcoming,2021-11-29T14:17:59.359Z,true,2021-11-29T14:17:59.441Z,newsletter,everyone,"Þe First Paragraph of My Forthcoming ""Slouching Towards Utopia""; & BRIEFLY NOTED: For 2021-11-29 Mo",Things that went whizzing by that I want to remember:,
44622311.wile-e-and-wilma-coyote-sibley-volcanic,2021-11-26T17:40:38.433Z,true,2021-11-26T17:40:38.516Z,newsletter,everyone,Wile E. & Wilma Coyote: Sibley Volcanic Park at Dawn,"Yes, the dog smelled them. No, the dog did not see them:",
44578582.todays-state-of-the-plague-and-briefly,2021-11-26T14:35:48.739Z,true,2021-11-26T14:35:48.938Z,newsletter,everyone,Today's State-of-the-Plague; & BRIEFLY NOTED: For 2021-11-26 Fr,Things that went whizzing by that I need to remember:,
44535427.phryne-fisher-core-curricula-cultural,2021-11-24T21:26:26.112Z,true,2021-11-24T21:26:26.209Z,newsletter,everyone,"Phryne Fisher, Core Curricula, Cultural Appropriation, & Falling Victim to Victorian-Era Grifters",Or: A Woman Called Toad...,
44533041.briefly-noted-for-2021-11-27-sa,2021-11-27T13:45:17.473Z,true,2021-11-27T13:45:17.556Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-27 Sa,Things that went whizzing by that I need to remember:,
44513886.adam-smiths-big-project-and-the-place,2021-11-25T13:57:03.235Z,true,2021-11-25T13:57:03.320Z,newsletter,everyone,"Adam Smith’s Big Project, & Þe Place of His Wealth of Nations in It; & BRIEFLY NOTED: For 2021-11-25 Th",Things that went whizzing by that I want to remember:,
44512868.how-can-i-avoid-becoming-that-guy,2021-11-24T17:00:39.679Z,true,2021-11-24T17:00:39.787Z,newsletter,everyone,"How Can I Avoid Becoming ""ÞT GUY"" in My Old Age?; & BRIEFLY NOTED: For 2021-11-24 We",Things that went whizzing by that I want to remember:,
44350351.possible-weekly-online-discussion,2021-11-20T23:19:08.658Z,true,2021-11-20T23:19:08.726Z,newsletter,everyone,"Possible Weekly Online Discussion Thread Questions for þe Spring 2021 Instantiation of ""Þe History of Economic Growth"" :: Econ 135","I need to cut these 40 down to 15, one per week. Suggestions?",
44341438.discussion-thread-questions-for-20th,2021-11-20T16:56:41.830Z,true,,newsletter,everyone,Discussion Thread Questions for 20th Century Economic History,Fall 2021 Instantiation:,
44293613.reading-friedrich-engels-on-the-materialist,2021-11-19T23:23:47.664Z,true,2021-11-19T23:23:47.737Z,newsletter,everyone,READING: Friedrich Engels on þe Materialist Conception of History,"From 1890. What kind of thinker would Friedrich Engels have become if he had never met Marx, and thus had not come  to regard himself as a mere secretary to the Great Man:",
44289454.wory-reads-for-2021-11-19-fr,,false,,newsletter,only_paid,,,
44254376.why-gillian-tetts-anthropological,2021-11-18T20:07:31.071Z,true,2021-11-18T20:07:31.162Z,newsletter,everyone,Why Gillian Tett's Anthropological Take on þe World Is Very Useful ,Why you should listen to her; a N2PE event for 2021-11-18 Th,
44173079.podcast-hexapodia-is-e-key-insight-331,2021-11-17T15:27:30.301Z,true,2021-11-17T15:27:30.367Z,podcast,everyone,"PODCAST: “Hexapodia” Is þe Key Insight XXX: Faulty Torpedoes, WWII Submarines, Promotions, & Our Hideous Waste of Human Potential","Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00, with Special Guest Matt Suandi",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/0a41f3e2-2314-47c0-8358-a31cb61daced.mpga
44144069.briefly-noted-for-2021-11-22-mo,2021-11-23T03:27:12.241Z,true,2021-11-23T03:27:12.323Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-22 Mo,Thing that went whizzing by that I want to remember:,
44138314.why-was-the-20th-century-not-a-chinese,2021-11-16T21:57:25.761Z,true,2021-11-16T21:57:25.825Z,newsletter,everyone,Why Was þe 20th Century Not a Chinese Century?,"An Outtake from ""Slouching Towards Utopia?: An Economic History of the Long 20th Century""",
44135634.briefly-noted-for-2021-11-17-we,2021-11-17T19:26:31.994Z,true,2021-11-17T19:26:32.077Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-17 We,Thing that went whizzing by that I want to remember:,
43969273.reading-rose-wilder-lane-on-herbert,2021-11-12T22:37:38.466Z,true,2021-11-12T22:37:38.539Z,newsletter,everyone,"READING: Rose Wilder Lane on Herbert Hoover's Making His First $50,000 in China","The real story is bonkers. And her story is even more bonkers, by many degrees:",
43946243.wory-reads-for-2021-11-12-fr,2021-11-12T17:35:25.448Z,true,2021-11-12T17:35:25.518Z,newsletter,everyone,Worþy Reads: For 2021-11-12 Fr,A preview of my read-around for the Washington Center for Equitable Growth <http://equitablegrowth.org> ,
43925299.briefly-noted-for-2021-11-16-tu,2021-11-16T20:34:49.549Z,true,2021-11-16T20:34:49.628Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-16 Tu,Things that went whizzing by that I want to remember:,
43922774.grasping-reality-substack-first-half,,false,,newsletter,only_paid,,,
43810468.grasping-reality-substack-second,2021-11-12T01:27:33.477Z,true,,newsletter,everyone,Grasping Reality Substack: Second Half of 2021,I need an organizational theme for this thing...,
43810084.briefly-noted-for-2021-11-11-th,2021-11-12T03:32:06.142Z,true,2021-11-12T03:32:06.209Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-11 Th,Things that went whizzing by that I want to remember:,
43733720.project-syndicate-why-all-the-inflation,2021-11-08T17:29:51.098Z,true,2021-11-08T17:29:51.174Z,newsletter,everyone,PROJECT SYNDICATE: Why All þe Inflation Worries?,My November column for Project Syndicate...,
43692659.lecture-rehearsals-summary-page,2021-11-07T19:53:00.688Z,true,2021-11-07T19:53:00.759Z,newsletter,everyone,Lecture Rehearsals Summary Page,From my fall 2021 20th Century Economic History course:,
43692046.lecture-rehearsals-43-thirty-glorious,2021-11-07T19:26:07.102Z,true,2021-11-07T19:26:07.169Z,newsletter,everyone,Lecture Rehearsals: 4.3. Thirty Glorious Years in þe Post-WWII Global North,From the Fall 2021 version of my 20th Century Economic History course ,
43691345.lecture-rehearsals-42-inclusion-in,2021-11-07T19:13:08.003Z,true,2021-11-07T19:13:08.063Z,newsletter,everyone,Lecture Rehearsals: 4.2. Inclusion in þe 20th Century,From the Fall 2021 version of my 20th Century Economic History Course,
43691286.lecture-rehearsals-41-false-and-true,2021-11-07T19:04:05.145Z,true,2021-11-07T19:04:05.200Z,newsletter,everyone,"Lecture Rehearsals: 4.1. False (& True) Starts to Development, 1911-1990",From the fall 2021 version of my 20th Century Economic History Course,
43620458.lecture-rehearsals-51-the-neoliberal,2021-11-05T18:07:20.750Z,true,2021-11-05T18:07:20.811Z,newsletter,everyone,Lecture Rehearsals: 5.1. Þe Neoliberal Turn (20th Century Economic History),What I am teaching in the fall of 2021...,
43609336.wory-reads-for-2021-11-05-fr,2021-11-05T18:25:57.801Z,true,2021-11-05T18:25:57.862Z,newsletter,everyone,Worþy Reads: For 2021-11-05 Fr,A preview of my weekly read-around... ,
43585711.briefly-noted-for-2021-11-04-th,2021-11-05T03:07:45.384Z,true,2021-11-05T03:07:45.436Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-04 Th,Things that went whizzing by I want to remember:,
43473650.review-the-long-20th-century-1-beginnings,2021-11-03T02:12:43.123Z,true,2021-11-03T02:12:43.392Z,newsletter,everyone,Review: Þe Long 20th Century: 1. Beginnings Grand Narrative & Watershed Boundary-Crossing ,The first tranche of my review lectures for Econ 115: The Economic History of the Long 20th Century,
43415404.briefly-noted-for-2021-11-03-we,2021-11-04T00:44:27.060Z,true,2021-11-04T00:44:27.151Z,newsletter,everyone,BRIEFLY NOTED: FOR 2021-11-03 We,Things that went whizzing by I want to remember:,
43412153.project-syndicate-draft-why-so-much,2021-11-01T21:39:57.057Z,true,2021-11-01T21:39:57.120Z,newsletter,everyone,PROJECT SYNDICATE DRAFT: Why So Much Premature Fear of an Inflationary Spiral?,An early take at this month's column,
43371826.briefly-noted-for-2021-11-01-mo,2021-11-01T22:20:56.370Z,true,2021-11-01T22:20:56.473Z,newsletter,everyone,BRIEFLY NOTED: For 2021-11-01 Mo,Things that went whizzing by that I want to remember:,
43317251.briefly-noted-2021-10-30-sa,2021-10-30T19:14:43.638Z,true,2021-10-30T19:14:43.690Z,newsletter,everyone,BRIEFLY NOTED: 2021-10-30 Sa,Things that went whizzing by I want to remember: ,
43295504.briefly-noted-for-2021-10-29-fr,2021-10-29T23:28:24.108Z,true,2021-10-29T23:28:24.159Z,newsletter,everyone,BRIEFLY NOTED: FOR 2021-10-29 Fr,Things that went whizzing by that I want to remember...,
43290798.wory-reads-for-2021-10-29-fr,2021-10-29T19:45:09.227Z,true,2021-10-29T19:45:09.279Z,newsletter,everyone,Worþy Reads: For 2021-10-29 Fr,A preview of my weekly read-around for Equitable Growth ,
43240433.i-see-no-stagflation-here,2021-10-28T19:43:39.262Z,true,2021-10-28T19:43:39.313Z,newsletter,everyone,I See No Stagflation Here...,Provoked by an interview with Simon Jarvis of the London Economist...,
43221413.briefly-noted-for-2021-10-28-th,2021-10-28T17:30:50.859Z,true,2021-10-28T17:30:50.910Z,newsletter,everyone,BRIEFLY NOTED: For 2021-10-28 Th,Things that went whizzing by that I want to note & remember:,
43013138.reading-herbert-hoovers-view-of-the,2021-10-24T00:33:04.738Z,true,2021-10-24T00:33:04.810Z,newsletter,everyone,READING: Herbert Hoover's View of þe Issues in the Campaign of 1928 (Herbert Hoover vs. Al Smith),From Hoover's memoirs: The Cabinet & the Presidency,
42972595.reading-from-ursula-k-leguin-a-wizard,2021-10-27T19:23:23.620Z,true,2021-10-27T19:23:23.746Z,newsletter,everyone,"READING: From Ursula K. LeGuin: ""A Wizard of Earthsea""",Her writing is so great...,
42971963.reading-winston-s-churchill-on-leon,2021-10-22T19:01:46.916Z,true,2021-10-22T19:01:46.956Z,newsletter,everyone,READING: Winston S. Churchill on Leon Trotsky,"From 1937... And, yet, Churchill considers Trotsky ""great"", in some sense at least...",
42970709.wory-reads-for-2021-10-22-fr,2021-10-22T18:30:12.541Z,true,2021-10-22T18:30:12.598Z,newsletter,everyone,Worþy Reads: For 2021-10-22 Fr,A preview of my weekly read-around for Equitable Growth <http://equitablegrowth.org> ,
42827988.podcast-hexapodia-is-e-key-insight-1bf,2021-10-20T01:09:09.357Z,true,2021-10-20T01:09:09.411Z,podcast,everyone,PODCAST: “Hexapodia” Is þe Key Insight XXIX: Þe Swedish Central Bank Prize in Honor of Alfred Nobel Podcast,Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/901a0440-c8f0-4708-82ed-f73740473a16.mpga
42725498.briefly-noted-for-2021-10-17-su,2021-10-17T23:40:16.201Z,true,2021-10-17T23:40:16.221Z,newsletter,everyone,BRIEFLY NOTED: For 2021-10-17 Su,Things that went whizzing by that I want to note & remember:,
42661979.1-beginnings-the-watershed-boundary,2021-10-16T00:01:33.833Z,true,2021-10-16T00:01:33.857Z,newsletter,everyone,Lecture Rehearsals: 1. Beginnings: Crossing þe Watershed Boundary of 1870,Rehearsal videos for the very start of the course,
42660865.lecture-rehearsals-31-the-great-depression,2021-10-15T20:31:16.770Z,true,2021-10-15T20:31:16.794Z,newsletter,everyone,Lecture Rehearsals: 3.1. Þe Great Depression,For 2021-09-30,
42660818.lecture-rehearsals-32-really-existing,2021-10-15T20:22:21.429Z,true,2021-10-15T20:22:21.449Z,newsletter,everyone,Lecture Rehearsals: 3.2. Really-Existing Socialism,For 2021-10-05,
42660571.lecture-rehearsals-33-fascism-and,2021-10-15T20:15:21.154Z,true,2021-10-15T20:15:21.179Z,newsletter,everyone,Lecture Rehearsals: 3.3. Fascism & Naziism,For 2021-10-07,
42660056.lecture-rehearsals-35-cold-war-and,2021-10-15T20:06:07.326Z,true,2021-10-15T20:06:07.349Z,newsletter,everyone,Lecture Rehearsals: 3.5. Cold War & Peaceful Coexistence,For 2021-10-14 Th ,
42644416.worthy-reads-for-2021-10-15-fr,2021-10-15T15:51:09.012Z,true,2021-10-15T15:51:09.042Z,newsletter,everyone,Worþy Reads: For 2021-10-15 Fr, ,
42470663.lecture-rehearsals-34-world-war-ii,2021-10-12T01:12:09.795Z,true,2021-10-12T01:12:09.824Z,newsletter,everyone,Lecture Rehearsals: 3.4. World War II,"What I am going to try to teach tomorrow, 2021-10-12 Tu",
42418720.briefly-noted-for-2021-10-13-we,2021-10-14T02:35:49.710Z,true,2021-10-14T02:35:49.730Z,newsletter,everyone,BRIEFLY NOTED: For 2021-10-13 We,Things that went whizzing by I want to remember:,
42417197.briefly-noted-for-2021-10-10-su,2021-10-10T17:44:56.344Z,true,2021-10-10T17:44:56.362Z,newsletter,everyone,BRIEFLY NOTED: For 2021-10-10 Su,Things that went whizzing by I want to remember:,
42363172.wory-reads-for-2021-10-08,2021-10-08T22:02:04.338Z,true,2021-10-08T22:02:04.356Z,newsletter,everyone,Worþy Reads: For 2021-10-08,A preview of my weekly read-round for Equitable Growth; ,
42323607.2-chasing-economic-el-dorado-1870,2021-10-08T01:57:17.842Z,true,2021-10-08T01:57:17.867Z,newsletter,everyone,"Lecture Rehearsals: 2. Chasing Economic El Dorado, 1870-1929: 20th Century Economic History",From this fall's course—lecture rehearsal videos for remote learners...,
42277387.podcast-hexapodia-is-e-key-insight-4a2,2021-10-07T02:46:11.835Z,true,2021-10-07T02:46:11.856Z,podcast,everyone,PODCAST: “Hexapodia” Is þe Key Insight XXVIII: Build Back Better!,Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/545933ad-e067-4d5c-bc22-e6305b9c58bd.mpga
42231372.briefly-noted-for-2021-10-05-tu,2021-10-06T03:00:22.048Z,true,2021-10-06T03:00:22.067Z,newsletter,everyone,BRIEFLY NOTED: For 2021-10-05 Tu,Things that went whizzing by that I want to remember ,
42167657.project-syndicate-the-strange-death,2021-10-04T18:20:45.709Z,true,2021-10-04T18:20:45.731Z,newsletter,everyone,PROJECT SYNDICATE: The Strange Death of Conservative America,"Everybody should read Geoffrey Kabaservice's 2012 book, Rule & Ruin!",
42061197.wory-reads-for-2021-10-01-fr,2021-10-01T19:31:53.745Z,true,2021-10-01T19:31:53.782Z,newsletter,everyone,Worþy Reads: For 2021-10-01 Fr,A preview of my weekly read-around for Equitable Growth <http://equitablegrowth.org> ,
42021464.draft-for-project-syndicate-please,2021-09-30T18:07:53.781Z,true,2021-09-30T18:07:53.801Z,newsletter,everyone,DRAFT: For Project Syndicate: Please Read Geoffrey Kabaservice!,It may well be the most important thing you can do to prepare yourself for the politics and political economy of the next decade... ,
41780914.briefly-noted-for-2021-09-28-tu,2021-09-29T02:24:20.482Z,true,2021-09-29T02:24:20.508Z,newsletter,everyone,BRIEFLY NOTED: For 2021-09-28 Tu,Things that went whizzing by that I want to remember:,
41764115.wory-reads-for-2021-09-24,2021-09-24T20:23:16.554Z,true,2021-09-24T20:23:16.600Z,newsletter,everyone,Worþy Reads: For 2021-09-24 Fr,A preview of my weekly read-around for Equitable Growth: ,
41736104.briefly-noted-for-2021-09-23-th,2021-09-24T02:45:38.438Z,true,2021-09-24T02:45:38.456Z,newsletter,everyone,BRIEFLY NOTED: For 2021-09-23 Th,Things that went whizzing by that I want to remember:,
41670899.podcast-hexapodia-is-e-key-insight-a2a,2021-09-22T17:56:49.655Z,true,2021-09-22T17:56:49.683Z,podcast,everyone,PODCAST: “Hexapodia” Is þe Key Insight XXVII: Evergrande,Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/c643e3cb-f5b9-4d39-aad9-1252fdcd17c1.mpga
41505065.podcast-hexapodia-is-e-key-insight-152,2021-09-18T19:03:44.789Z,true,2021-09-18T19:03:44.856Z,podcast,everyone,"PODCAST: “Hexapodia” Is þe Key Insight XXVI: True, Neo-, and Illiberalism",Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00 ,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/4f14ece5-243a-49f4-b30b-f4b3fea698c9.mpga
41463205.wory-reads-2021-09-17-fr,2021-09-18T19:27:25.059Z,true,2021-09-18T19:27:25.079Z,newsletter,everyone,Worþy Reads: 2021-09-17 Fr,An early look at my weekly read-around at Equitable Growth ,
41227051.briefly-noted-for-2021-09-18-sa,2021-09-18T22:30:44.227Z,true,2021-09-18T22:30:44.245Z,newsletter,everyone,BRIEFLY NOTED: For 2021-09-18 Sa,Things that went whizzing by that I want to remember:,
41197663.briefly-noted-for-2021-09-11-sa,2021-09-12T00:08:48.959Z,true,2021-09-12T00:08:48.982Z,newsletter,everyone,BRIEFLY NOTED: For 2021-09-11 Sa,Things that went whizzing by that I want to remember:,
41169523.eg-research-grants,,false,,newsletter,only_paid,,,
41155752.worthy-reads-for-2021-09-10,2021-09-10T19:31:54.715Z,true,2021-09-10T19:31:54.735Z,newsletter,everyone,Worþy Reads: For 2021-09-10,A preview of my weekly read-around for Equitable Growth: ,
41064810.briefly-noted-for-2021-09-10-fr,2021-09-11T04:23:43.441Z,true,2021-09-11T04:23:43.470Z,newsletter,everyone,BRIEFLY NOTED: For 2021-09-10 Fr,,
40797805.there-is-something-wrong-with-those,2021-09-02T02:45:14.889Z,true,2021-09-02T02:45:14.908Z,newsletter,everyone,"Þere Is Something Wrong wiþ Þose Who Claim ""Wokeness"" Is þe Major Threat to Democracy; + BRIEFLY NOTED: For 2021-09-01 We",Things that went whizzing by that I want to remember:,
40687211.the-future-of-the-us-and-chinas-relationship,,false,,newsletter,only_paid,,,
40673155.project-syndicate-draft-lael-brainard,2021-08-30T16:52:12.875Z,true,2021-08-30T16:52:12.896Z,newsletter,everyone,PROJECT SYNDICATE DRAFT: Lael Brainard for Fed Chair ,Why is this not obvious?,
40596250.project-sydicate-draft-federal-reserve,,false,,newsletter,only_paid,,,
