post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
73758996.jim-buhler-review-of-slouching-towards,2022-09-17T19:07:58.606Z,true,,newsletter,everyone,"Jim Buhler: Review of “Slouching Towards Utopia""",A Twitter thread...,
73662528.emmanuel-goldstein-the-theory-and,2022-09-16T23:03:50.537Z,true,,newsletter,everyone,READING: Emmanuel Goldstein: Þe Theory & Practice of Oligarchical Collectivism,"George Orwell, from “Nineteen Eighty-Four""",
73606712.the-slouching-towards-utopia-book,2022-09-18T00:13:59.465Z,true,2022-09-18T00:13:59.631Z,newsletter,everyone,"Þe Slouching Towards Utopia Book Launch Effort Continues, &",BRIEFLY NOTED: For 2022-09-17 Sa,
73542892.slouching-q-and-a-and,2022-09-16T00:44:33.113Z,true,2022-09-16T00:44:33.307Z,newsletter,everyone,"Blum Center “Slouching” Q&A, &",BRIEFLY NOTED: For 2022-09-16 Fr ,
73379978.back-to-the-future-with-the-verge,2022-09-20T12:29:23.568Z,true,2022-09-20T12:29:24.724Z,newsletter,everyone,"Back to þe Future wiþ “Þe Verge""!, &",BRIEFLY NOTED: For 2022-09-20 Tu,
73206749.new-york-times-bestselling-book-slouching,2022-09-15T17:23:01.958Z,true,2022-09-15T17:23:02.321Z,newsletter,everyone,"New York Times Bestselling Book ""Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-09-15 Th,
73075697.our-ancestors-thought-wed-build-an-0b6,2022-12-13T23:53:25.736Z,true,2022-12-13T23:53:25.988Z,newsletter,only_paid,Our Ancestors Thought We'd Build an Economic Paradise. Instead We Got 2022 ,“Slouching Towards Utopia” Time Magazine launch piece; commissioned by Lucas Wittman ,
73038108.i-have-written-not-a-careerist-ticket,2022-09-13T13:33:47.687Z,true,2022-09-13T13:33:48.022Z,newsletter,everyone,"“I Have Written… Not… a Careerist Ticket-Punch or… a Performance to Win Applause in þe Moment…”, &",BRIEFLY NOTED: For 2022-09-13,
72902144.our-ancestors-thought-wed-build-an,2022-09-12T18:29:54.637Z,true,2022-09-12T18:29:54.971Z,newsletter,everyone,"Our Ancestors Thought We'd Build an Economic Paradise. Instead We Got 2022, &","BRIEFLY NOTED: For September 12, 2022",
72607821.a-note-on-industrial-policy-and,2022-09-10T18:56:22.663Z,true,2022-09-10T18:56:22.820Z,newsletter,everyone,"A Note on ""Industrial Policy”, &",BRIEFLY NOTED: 2022-09-10 Sa,
72446624.london-economist-review-of-slouching,2022-09-09T19:29:54.954Z,true,2022-09-09T19:29:55.184Z,newsletter,everyone,"London Economist Review of “Slouching Towards Utopia”, &",BRIEFY NOTED: For2022-09-09 Fr,
72231071.reading-robert-solows-review-of-cohen,2022-09-07T19:42:30.382Z,true,2022-09-07T19:42:30.528Z,newsletter,everyone,"READING: Robert Solow's Review of Cohen & Zysman’s “Manufacturing Matters""",Musing about how book reviews can really matter for the reception of a book...,
72090203.nick-lichtenberg-interviews-brad,2022-09-06T16:20:29.483Z,true,2022-09-06T16:20:29.947Z,newsletter,everyone,"Nick Lichtenberg Interviews Brad DeLong, &",BRIEFLY NOTED: For 2022-09-06 Tu,
71974422.mindscape-podcast-with-sean-carroll,2022-09-06T00:54:21.842Z,true,2022-09-06T00:54:22.217Z,newsletter,everyone,"Mindscape Podcast wiþ Sean Carroll, &",BRIEFLY NOTED: For 2022-09-05,
71805038.sketch-of-a-presentation-for-the,2022-09-07T03:06:48.962Z,true,2022-09-07T03:06:49.186Z,newsletter,everyone,Sketch of a Presentation for þe Book Launch Event,"Yes, “Slouching Towards Utopia” is unleashed upon the world. Its highest Amazon sales rank so far was (briefly) 125… ",
71082390.why-cant-we-all-be-strikerichstrike,2022-08-31T22:04:15.333Z,true,2022-08-31T22:04:15.959Z,newsletter,everyone,"Why Can’t We All Be <strike>Rich</strike> Happy?, &",BRIEFLY NOTED: For 2022-08-31 We,
71079231.why-do-people-think-10000-of-student,2022-08-30T20:51:40.517Z,true,2022-08-30T20:51:40.792Z,newsletter,everyone,"Why Do People Think $10,000 of Student Loan Forgiveness Is a Bad Idea?, &",BRIEFLY NOTED: For 2022-08-30 Tu,
70887138.podcast-hexapodia-is-e-key-insight-d92,2022-08-29T17:42:20.601Z,true,2022-08-29T17:42:20.850Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XLI: Inflation & Its Vicissitudes","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally Less than 60M",
70741135.twenty-five-theses-on-the-world-historical,2022-08-28T17:27:14.156Z,true,2022-08-28T17:27:14.277Z,newsletter,everyone,"Twenty-Five Theses on þe World-Historical Importance of 1870, &",BRIEFLY NOTED: For 2022-08-28 Su,
70021625.rakesh-bhandari-challenges-me-on,2022-08-25T23:23:37.627Z,true,2022-08-25T23:23:37.786Z,newsletter,everyone,Rakesh Bhandari Challenges Me on þe Fall of þe New Deal & Rise of þe Neoliberal Order,And I equivocate in response,
69754751.on-ryan-avents-meditations-on-trumpism,2022-08-23T16:17:30.151Z,true,2022-08-23T16:17:30.350Z,newsletter,everyone,"On Ryan Avent’s Meditations on Trumpism, &",BRIEFLY NOTED: For 2022-08-23,
69390073.briefly-noted-for-2022-08-19-fr,2022-08-20T01:26:38.152Z,true,2022-08-20T01:26:38.305Z,newsletter,everyone,BRIEFLY NOTED: FOR 2022-08-19 Fr,A read-around...,
69261919.tim-burke-is-profoundly-annoyed-by,2022-08-19T13:11:14.897Z,true,2022-08-19T13:11:15.170Z,newsletter,everyone,"Tim Burke Is Profoundly Annoyed by AHA President James Sweet, & ",BRIEFLY NOTED: For 2022-08-19 Fr,
69116769.on-gerstles-the-rise-and-fall-of,2022-08-17T18:40:36.093Z,true,2022-08-17T18:40:36.258Z,newsletter,only_paid,On Gerstle’s “Þe Rise & Fall of þe New Deal & Neoliberal Orders”,"Notes, musings, & therapy...",
68508295.do-i-now-have-a-problem-assigning,2022-08-13T16:25:15.048Z,true,2022-08-13T16:25:15.172Z,newsletter,everyone,I Now Have a Problem Assigning Take-Home Short-Answer Questions,"No, AI cannot think. But it can lead us to think that it can think. And it is now so advanced that it can do so relatively easily...",
68330463.understanding-karl-marx,2022-08-12T11:44:49.624Z,true,,newsletter,everyone,Understanding Karl Marx,"A piece of “the Stock""",
68072424.monthly-cpi-inflation-at-zero-and,2022-08-10T19:27:13.781Z,true,2022-08-10T19:27:14.297Z,newsletter,everyone,"Monthly CPI Inflation at???... ZERO!, &",BRIEFLY NOTED: For 2022-08-10 We,
67774459.podcast-hexapodia-is-e-key-insight-cb8,2022-08-08T20:07:48.920Z,true,2022-08-08T20:07:49.057Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XL: Coming to America Immigration Edition","With Special Guests Leah Platt Boustan & Ran Abramitzky; Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally Less than 60 M",
67749206.slouching-nominated-for-best-business,2022-08-16T16:56:46.197Z,true,2022-08-16T16:56:46.553Z,newsletter,everyone,"“Slouching” Nominated for Best Business Book of þe Year, by þe “Financial Times”, &",BRIEFLY NOTED: For 2022-08-16 Tu,
67474558.a-useful-background-document-from,2022-08-08T15:19:15.791Z,true,2022-08-08T15:19:16.000Z,newsletter,everyone,"A Useful Background Document from þe Democrats!, &",BRIEFLY NOTED: For 2022-08-08 Mo,
67312001.hoisted-from-the-archives-2015-albert,2022-08-05T15:14:15.721Z,true,2022-08-05T15:14:15.856Z,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES (2015): Albert Hirschman’s Linkages, Economic Growth, & Hopes for Future ""Convergence""",Highly relevant to assessing the state of the economies outside the charmed Dover Circle at the end of the Long 20th Century...,
67175198.economists-assemble-in-support-of,2022-08-04T18:17:26.492Z,true,2022-08-04T18:17:26.635Z,newsletter,everyone,"Economists Assemble in Support of þe IRA, &",BRIEFLY NOTED: For 2022-08-04 Th,
66674351.marginally-governable-america-chips,2022-08-01T13:56:00.600Z,true,2022-08-01T13:56:00.730Z,newsletter,everyone,"Marginally Governable America: CHIPS, IRA, & Biden's Powers of Persuasion",My August Project Syndicate Column,
66412677.2022-10-29-readings-filing-cabinet,,false,,newsletter,only_paid,,,
66286911.cohen-and-delong-concrete-economics,2022-07-29T20:01:53.400Z,true,,newsletter,everyone,Cohen & DeLong: Concrete Economics: Þe Hamilton Approach to American Economic Policy,A book that ought to have done much better than it did do...,
66177509.podcast-hexapodia-is-e-key-insight-a4f,2022-07-29T13:59:12.879Z,true,2022-07-29T13:59:13.065Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XXXIX: Bidenomics Industrial Policy Edition: CHIPS & IRA","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Biweekly; Aspirationally Less than 60 Minutes.",
66104705.briefly-noted-for-2022-07-29-fr,2022-07-29T14:07:43.947Z,true,2022-07-29T14:07:44.083Z,newsletter,everyone,BRIEFLY NOTED: For 2022-07-29 Fr,A read-around...,
65954196.reading-the-ur-text-of-the-neoliberal,2022-07-27T17:14:17.240Z,true,2022-07-27T17:14:17.387Z,newsletter,everyone,READING: Þe Ur-Text of þe Neoliberal Turn: My Teacher Marty Feldstein (1980),Martin Feldstein (1980): The American Economy in Transition: Introduction,
65774554.reading-gershberg-and-illing-the,2022-07-27T19:34:17.806Z,true,2022-07-27T19:34:18.097Z,newsletter,everyone,"Reading Gershberg & Illing: Þe Paradox of Democracy: Free Speech, Open Media, & Perilous Persuasion",Not yet a book review—I am still digesting it...,
65695073.reading-harry-jaffa-1959-lincoln,2022-07-26T02:33:26.537Z,true,2022-07-26T02:33:26.751Z,newsletter,everyone,READING: Harry Jaffa (1959): Lincoln in þe Mid-1800s Wresting America from Its Þen-Probable Future of Herrenvolk Democracy,"Why Harry Jaffa would puke if he saw those in Claremont, CA, who pretend to revere his name; from ""Crisis of the House Divided: An Interpretation of the Lincoln-Douglas Debates""",
65392607.mehmet-oz-defenestrates-trump-and,2022-07-26T17:16:12.860Z,true,2022-07-26T17:16:13.005Z,newsletter,everyone,"Mehmet Oz Defenestrates Trump, &",BRIEFLY NOTED: For 2022-07-26 Tu,
65262751.outtake-economic-policy-contra-von,2022-07-23T21:25:14.457Z,true,2022-07-23T21:25:14.603Z,newsletter,everyone,"Into þe Metaverse!, &, OUTTAKE: Economic Policy: Contra von Hayek, Industrial Market Economies Do Not & Cannot Manage Themselves, &","A piece of ""Slouching Towards Utopia"" Left on the Cutting Room Floor, & BRIEFLY NOTED: For 2022-07-23",
65250275.2022-11-18-brad-delongs-history-of,,false,,newsletter,only_paid,,,
65097846.trying-to-take-modes-of-production,2022-07-21T22:00:16.556Z,true,2022-07-21T22:00:16.715Z,newsletter,everyone,"Trying to Take ""Modes of Production"" Seriously",Not ready for prime time yet...,
65060949.briefly-noted-for-2022-07-21-th,2022-07-21T14:55:17.877Z,true,2022-07-21T14:55:17.994Z,newsletter,everyone,BRIEFLY NOTED: For 2022-07-21 Th,A read-around...,
64839460.brad-delongs-history-of-economic-468,2022-07-20T02:25:13.034Z,true,2022-07-20T02:25:13.160Z,newsletter,everyone,"Brad DeLong’s History of Economic Growth Catechism, Part II",I have not put enough work into this to call it a dialogue...,
64661509.brad-delongs-history-of-economic,2022-07-18T20:26:35.521Z,true,2022-07-18T20:26:35.705Z,newsletter,everyone,"Brad DeLong’s History of Economic Growth Catechism, Part I",I have not put enough work into this to call it a dialogue...,
64544898.from-the-cutting-room-floor-a-prologue,2022-07-22T15:56:32.219Z,true,2022-07-22T15:56:32.374Z,newsletter,everyone,"From þe Cutting Room Floor: A Prologue to “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-07-22 Fr,
64515669.briefly-noted-for-2022-07-17-su,2022-07-17T19:28:53.022Z,true,2022-07-17T19:28:53.187Z,newsletter,everyone,BRIEFLY NOTED: For 2022-07-17 Su,A read-around...,
64397733.unsatisfactory-musings-on-the-rise,2022-07-17T19:29:32.367Z,true,2022-07-17T19:29:32.475Z,newsletter,everyone,Unsatisfactory Musings on þe Rise of þe Neoliberal Order,Trying to come to grips with the fact that post-World War II Global North social democracy failed its sustainability test...,
64397085.what-can-america-learn-from-its-past,2022-10-16T21:31:05.121Z,true,,newsletter,everyone,What Can America Learn From Its Past Bouts of Inflation?,"An Economist ""By Invitation..."" column: July 9, 2022",
64229059.reading-hamiltons-opinion-of-burr,2022-07-15T17:23:13.143Z,true,,newsletter,everyone,READING: Hamilton's Opinion of Burr,"Letter to Harrison Gray Otis, December 23, 1800",
64090974.slouching-towards-utopia-if-published,2022-07-14T20:52:33.251Z,true,,newsletter,everyone,"""Slouching Towards Utopia"", If Published Two Decades Ago",The first thing I wrote in the ms.,
63941467.briefly-noted-for-2022-07-16-sa,2022-07-16T14:23:53.555Z,true,2022-07-16T14:23:53.684Z,newsletter,everyone,BRIEFLY NOTED: For 2022-07-16 Sa,A read-around...,
63728113.20-23-introduction-my-grand-narrative,,false,,newsletter,only_paid,,,
63717864.briefly-noted-for-2022-07-12-tu,2022-07-12T12:43:18.233Z,true,2022-07-12T12:43:18.380Z,newsletter,everyone,BRIEFLY NOTED: For 2022-07-12 Tu,A read-around...,
63456696.morning-procrastination-leon-trotsky,2022-07-10T20:17:32.527Z,true,2022-07-10T20:17:32.658Z,newsletter,everyone,"MORNING PROCRASTINATION: Leon Trotsky, Leszek Kolakowski, & Edmund Wilson Edition","From the ""Slouching Towards Utopia"" cutting-room floor (and probably also from the extended notes)",
63451520.reading-leszek-kolakowski-on-trotsky,2022-07-10T19:27:43.753Z,true,,newsletter,everyone,READING: Leszek Kolakowski: On Trotsky in Exile,"Tough but fair. From ""Main Currents in Marxism: Volume 3: Breakdown""",
63131691.reading-cosma-the-gellnerian,2022-07-08T13:21:53.931Z,true,,newsletter,everyone,READING: Cosma þe Gellnerian,"A very good precis by Cosma Shalizi of Gellner's ""Nations & Nationalism"", +",
63055333.reading-ernest-gellner-replies-to,2022-07-08T13:07:42.053Z,true,,newsletter,everyone,"READING: Ernest Gellner Replies to Critics: On Nationalism, & on Transiting from Agraria to Modernity",From 1997,
62891845.in-what-sense-was-the-pre-industrial,2022-07-08T19:42:03.067Z,true,2022-07-08T19:42:03.308Z,newsletter,everyone,"In What Sense Was þe Pre-Industrial Economy “Malthusian”?, &",BRIEFLY NOTED: For 2022-07-08 Fr,
62729867.870-1914-was-civil-society-on-the,2022-08-02T14:46:54.379Z,true,2022-08-02T14:46:54.624Z,newsletter,everyone,"1870-1914: Was Civil Society on þe Side of þe Angels?, &",BRIEFLY NOTED: For 2022-08-02 Tu,
62726824.reading-mark-elvin-chinas-ming-qing,2022-07-05T22:46:35.775Z,true,,newsletter,everyone,READING: Mark Elvin: China's Ming-Qing Mercantile-Malthusian High-Level Equilibrium Trap,"From ""The Pattern of the Chinese Past'",
62721665.fernand-braudel-efflorescences-in,2022-07-05T21:57:57.218Z,true,,newsletter,everyone,"READING: Fernand Braudel: ""Efflorescences"" in West Eurasia since -100","From ""Civilization & Capitalism, 1500-1800: The Perspective of the World""",
62664335.reading-searching-for-a-montgomery,2022-07-05T13:47:17.138Z,true,2022-07-05T13:47:17.304Z,newsletter,everyone,"READING: Searching for a Montgomery County, MD, Condo",The implications of High NIMBYism,
62363379.my-never-published-review-of-eric,2022-07-05T18:54:32.107Z,true,2022-07-05T18:54:32.421Z,newsletter,only_paid,"My Never-Published Review of Eric Hobsbawm’s ""Þhe Age of Extremes"", &",BRIEFLY NOTED: For 2022-07-05 Tu,
62210047.reading-perhaps-e-most-remarkable,2022-07-02T15:34:04.140Z,true,2022-07-02T15:34:04.285Z,newsletter,everyone,"READING: Perhaps þe Most Remarkable Description of Pickett's Charge at Gettysburg, & Its Aftermath, Ever","Sir Arthur Lyon Freemantle (1835-1901), Captain in the Coldstream Guards and Lieutenant Colonel in Her Majesty's army...",
62053712.e-coup-plan-for-january-6,2022-07-01T21:56:46.861Z,true,2022-07-01T21:56:47.007Z,newsletter,everyone,Þe Coup Plan for January 6,Worth pausing to note how close we came to total disaster...,
61945868.i-really-like-oded-galors-very-good,2022-06-30T21:27:38.729Z,true,2022-06-30T21:27:38.837Z,newsletter,only_paid,"I Really Like Oded Galor’s Very Good & Very Brand-New ""Þe Journey of Humanity: Þe Origins of Wealth & Inequality"", &",BRIEFLY NOTED: For 2022-06-30 Th,
61739458.paul-krugman-reviews-my-slouching,2022-06-29T21:24:29.916Z,true,2022-06-29T21:24:30.062Z,newsletter,everyone,"Paul Krugman Reviews My “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-06-29 We,
61069097.an-earlier-draft-version-of-my-singularity,2022-07-06T20:40:44.389Z,true,2022-07-06T20:40:45.017Z,newsletter,everyone,"An Earlier DRAFT Version of My “Singularity in Our Past Light Cone” Meditation from “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-07-06 We,
60964600.a-brief-note-on-friedrich-engels,2022-06-24T20:07:16.727Z,true,2022-06-24T20:07:16.850Z,newsletter,everyone,"A Brief Note on Friedrich Engels (1884) on þe Relative Autonomy of þe State, & Worthy ¶s",Director’s Cut PAID SUBSCRIBER ONLY Content for 2022-06-24 Th,
60765325.inflation-and-wory-s,2022-06-23T14:04:36.439Z,true,2022-06-23T14:04:36.539Z,newsletter,everyone,"Inflation, & Worþy ¶s",Director’s Cut PAID SUBSCRIBER ONLY Content for 2022-06-23 Th ,
60646010.hoisted-from-e-archives-cory-doctorow,2022-06-23T13:59:13.532Z,true,2022-06-23T13:59:13.609Z,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES: Cory Doctorow Explains þe Cognition-of-Fiction to Us, &",BRIEFLY NOTED: For 2022-06-23 Th,
60313658.-13-19-introduction-my-grand-narrative,2022-07-12T13:45:32.001Z,true,2022-07-12T13:45:32.191Z,newsletter,everyone,¶ 13-19: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes ,"I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
60308677.-10-11-and-12-introduction-my-grand,2022-06-20T14:38:15.523Z,true,,newsletter,everyone,"¶ 10, 11, & 12: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes","I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
59937732.my-very-first-talk-on-slouching-towards,2022-06-17T19:56:53.809Z,true,,newsletter,everyone,My Very First Talk on: Slouching Towards Utopia: An Economic History of þe 20th Century,Not perfect. But good enough to let out into the wild...,
59649282.-7-8-and-9-introduction-my-grand,2022-06-15T21:26:50.836Z,true,,newsletter,everyone,"¶ 7, 8, & 9: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes","I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
59647267.-4-introduction-my-grand-narrative,2022-06-15T20:54:38.652Z,true,,newsletter,everyone,"¶ 4, 5, & 6: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes","I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
59511615.the-federal-reserve-will-move-on,2022-06-15T00:22:44.340Z,true,2022-06-15T00:22:44.490Z,newsletter,only_paid,"Þe Federal Reserve Will Move on Wednesday. What Will/Should It Do?, &",BRIEFLY NOTED: For 2022-06-14 Tu,
59063600.5-and-6-introduction-my-grand-narrative,,false,,newsletter,only_paid,,,
59062827.4-introduction-my-grand-narrative,,false,,newsletter,only_paid,,,
59030738.the-crypto-grifts-continue-and-,2022-06-17T22:00:17.463Z,true,2022-06-17T22:00:17.561Z,newsletter,only_paid,"Þe Crypto Grifts Continue…, &",BRIEFLY NOTED: For 2022-06-17 Fr,
59030407.where-is-my-political-party-and-,2022-06-15T17:09:55.170Z,true,2022-06-15T17:09:55.267Z,newsletter,everyone,"Where Is My Political Party?, &",BRIEFLY NOTED: FOR 2022-06-15 We,
59030213.sourcing-the-energy-for-nimbyism,2022-06-12T20:50:07.041Z,true,2022-06-12T20:50:07.136Z,newsletter,only_paid,"Sourcing þe Energy for NIMBYism, &",2022-06-12 Su,
58928015.-3-introduction-my-grand-narrative,2022-06-11T13:57:36.328Z,true,,newsletter,everyone,¶ 3: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes,"I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
58926024.-2-introduction-my-grand-narrative,2022-06-10T22:57:11.657Z,true,,newsletter,everyone,¶ 2: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes,".I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
58921849.notes-and-long-notes-slouching-towards,2022-06-10T22:37:19.594Z,true,2022-06-10T22:37:19.731Z,newsletter,everyone,¶ 1: Introduction: My Grand Narrative: Slouching Towards Utopia: Notes & Long Notes,".I am starting to go through the manuscript of my forthcoming book, paragraph-by-paragraph, adding in the full notes that could not make it into the print version...",
57661434.hoisted-from-e-archives-musings-on,2022-06-02T13:13:41.769Z,true,2022-06-02T13:13:41.880Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Musings on Ancient Empires,From 2015,
57453482.the-stakes-at-salamis-and-,2022-06-01T17:32:32.841Z,true,2022-06-01T17:32:32.959Z,newsletter,everyone,"Þe Stakes at Salamis, &",BRIEFLY NOTED: For 2022-06-01 We,
57369891.some-comments-on-e-s-of-slouching,2022-06-24T19:56:37.549Z,true,2022-06-24T19:56:37.659Z,newsletter,everyone,"Some Comments on þe ¶s of “Slouching Towards Utopia” Þt Discuss þe World’s 2.1%/Year Post-1870 Average Proportional Technology Growth Rate, &",BRIEFLY NOTED: For 2022-06-24 Fr,
57369655.why-20th-century-history-was-so-different,2022-06-26T15:12:56.310Z,true,2022-06-26T15:12:56.379Z,newsletter,everyone,"Why 20th Century History Was so Different þan All Previous History, &",BRIEFLY NOTED: For 2022-06-26 Su,
57367469.counterfactual-sreampunk-and-other,2022-06-21T13:44:20.123Z,true,2022-06-21T13:44:20.191Z,newsletter,everyone,"Counterfactual Steampunk & Oþer Worlds, & ",BRIEFLY NOTED: For 2022-06-20 Mo,
57367160.my-grand-narrative-in-slouching-towards,2022-06-18T19:11:37.314Z,true,2022-06-18T19:11:37.400Z,newsletter,only_paid,"My Grand Narrative in “Slouching Towards Utopia”: Snippets of Text, wiþ Commentary, &",BRIEFLY NOTED: For 2022-06-18 Sa,
57366567.my-commentary-on-e-beginning-of-slouching,2023-01-05T16:48:42.312Z,true,2023-01-05T16:48:42.444Z,newsletter,everyone,"My Commentary on þe Beginning of “Slouching Towards Utopia”, & BRIEFLY NOTED","In retrospect, I needed a different first paragraph to start off Slouching Towards Utopia <bit.ly/3pP3Krk>. Too many people have been disappointed that the book is actually not much about industrial..",
57250249.the-stomach-of-mycenan-civilization,2022-05-30T19:32:23.408Z,true,2022-05-30T19:32:23.474Z,newsletter,everyone,Þe Stomach of Mycenæan Civilization,"An early Greek document, from the ruins of the Bronze Age palace in Pylos, Greece",
57210388.recalling-rana-faroohars-review-of,2022-10-19T18:29:22.013Z,true,2022-10-19T18:29:22.145Z,newsletter,everyone,"Recalling Rana Faroohar’s Review of Gary Gerstle’s “The Rise & Fall of the Neoliberal Order”, &",BRIEFLY NOTED: For 2022-10-19 We,
56860284.slouching-towards-utopia-cover,2022-05-27T21:41:03.270Z,true,2022-05-27T21:41:03.351Z,newsletter,everyone,"""Slouching Towards Utopia"" Cover",Just arrived in my inbox!,
56815615.well-well-well-today-is-a-very-good,2022-07-14T00:16:42.402Z,true,2022-07-14T00:16:42.568Z,newsletter,everyone,"Well, Well, Well: July 13, 2022 Was a Very Good Day for þe Book ""Slouching Towards Utopia""",BRIEFLY NOTED: For 2022-07-13 We,
56815302.in-the-generations-after-1870-all,2022-06-11T14:40:29.422Z,true,2022-06-11T14:40:29.495Z,newsletter,everyone,"In þe Generations After 1870, All Þt Is Solid Does Melt into Air, &",BRIEFLY NOTED: For 2022-06-11 Sa,
56815030.the-federal-reserve-did-not-drink,2022-06-07T10:50:04.346Z,true,2022-06-07T10:50:04.509Z,newsletter,only_paid,"Þe Federal Reserve Did Not '‘Drink þe Kool-Aid’ in 2021, &",BRIEFLY NOTED: For 2022-06-07 Tu,
56815009.first-chinas-likely-trajectory-in,2022-06-03T12:34:44.983Z,true,2022-06-03T12:34:45.072Z,newsletter,only_paid,"China’s Likely Trajectory in Xi Jinping’s Third Term, &",BRIEFLY NOTED: For 2022-06-03 Fr,
56814987.for-appeasement-in-ukraine-and-,2022-05-31T14:14:34.059Z,true,2022-05-31T14:14:34.180Z,newsletter,everyone,"For Appeasement in Ukraine, &",BRIEFLY NOTED: FOR 2022-05-31 Tu,
56686632.the-clinton-era-assault-weapons-ban,2022-05-27T13:32:36.295Z,true,2022-05-27T13:32:36.368Z,newsletter,only_paid,"Þe Clinton-Era Assault Weapons Ban, &",BRIEFLY NOTED: For 2022-05-27 Fr,
56533682.podcast-hexapodia-is-e-key-insight-e87,2022-05-25T18:15:27.211Z,true,2022-05-25T18:15:27.320Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XXXVIII: Crypto & ""Web3""","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-...Sp,eto,e; Aspirationally Less than 60 Minutes.",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/94e8219d-4a43-4c69-88c7-3bb4d63b8335.mpga
56405037.trying-to-stir-the-pot-for-slouching,2022-05-26T14:15:56.763Z,true,2022-05-26T14:15:56.864Z,newsletter,only_paid,Trying to Stir þe Pot for “Slouching Towards Utopia”,BRIEFLY NOTED: For 2022-05-26 Th,
56381182.teslas-valuations-and-,2022-05-24T17:30:33.093Z,true,2022-05-24T17:30:33.203Z,newsletter,only_paid,"Tesla’s Valuation(s), &",BRIEFLY NOTED: For 2022-05-24 Tu,
56266806.filing-cabinet,2022-05-23T21:20:39.193Z,true,,newsletter,only_paid,Filing Cabinet...,,
56214515.fine-graining-technological-progress,2022-05-30T15:13:26.457Z,true,2022-05-30T15:13:26.538Z,newsletter,only_paid,"Fine-Graining Technological Progress, &",BRIEFLY NOTED: For 2022-05-30 Mo,
56134207.fed-overreacting-and-he-post-1870,2022-07-07T20:04:08.014Z,true,2022-07-07T20:04:08.213Z,newsletter,everyone,"Fed Overreacting?, & þe Post-1870 Speed of Transformation & Its Consequences, &",BRIEFLY NOTED: For 2022-07-07 Th,
56134068.history-gods-eye-worms-eye-and-intermediate,2022-06-28T13:59:31.277Z,true,2022-06-28T13:59:31.414Z,newsletter,everyone,"History: God’s Eye, Worm’s Eye, & Intermediate Levels, &",BRIEFLY NOTED: For 2022-06-28 Tu,
56133889.is-there-a-web3-and-,2022-06-22T14:09:48.250Z,true,2022-06-22T14:09:48.443Z,newsletter,everyone,"Is Þere a “Web3”?, & ",BRIEFLY NOTED: For 2022-06-22 We,
55949052.yet-another-yet-another-attempt-at,2022-06-16T19:31:47.767Z,true,2022-06-16T19:31:47.923Z,newsletter,only_paid,"Yet Anoþer Yet Anoþer Attempt at a Better “Slouching Towards Utopia” Elevator Pitch, &",BRIEFLY NOTED: For 2022-06-16 Th,
55948966.yet-another-attempt-at-a-better-slouching,2022-06-13T23:56:03.763Z,true,2022-06-13T23:56:03.904Z,newsletter,only_paid,"Yet Anoþer Attempt at a Better “Slouching Towards Utopia” Elevator Pitch…, &",BRIEFLY NOTED: For 2022-06-13 Mo,
